index,message,true_label,stages_used,confidences,final_prediction,final_stage,cost,latency_ms
1007,remember all those whom i hurt during days of satanic imposter in me need to pay a price so be it may destiny keep me going and as u said pray that i get the mind to get over the same,0,[1],{'stage1': 0.02476428426009164},0,1,0.0,5.747079849243164
1008,dude what s up how teresa hope you have been okay when i didnt hear from these people i called them and they had received the package since dec lt gt just thot you ld like to know do have a fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done,0,"[1, 2]","{'stage1': 0.05784542048958411, 'stage2': 0.16838350740252128, 'stage2_fallback': True}",0,2,0.0,10.958671569824219
1009,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck,0,"[1, 2]","{'stage1': 0.05355664909562333, 'stage2': 0.19025889108231803, 'stage2_fallback': True}",0,2,0.0,8.664131164550781
1010,i want to sent lt gt mesages today thats y sorry if i hurts,0,[1],{'stage1': 0.012904017620482712},0,1,0.0,9.26518440246582
1011,oh all have to come ah,0,"[1, 2]","{'stage1': 0.031227279994553582, 'stage2': 0.14375614712004411}",0,2,0.0,10.001420974731445
1012,gonna let me know cos comes bak from holiday that day is coming don t4get2text me number,0,"[1, 2]","{'stage1': 0.03713775930588944, 'stage2': 0.34828554562515107, 'stage2_fallback': True}",0,2,0.0,9.755134582519531
1013,yes ammae life takes lot of turns you can only sit and try to hold the steering,0,"[1, 2]","{'stage1': 0.0711160379137494, 'stage2': 0.12512542902269788}",0,2,0.0,9.524106979370117
1014,lol i knew that i saw him in the dollar store,0,"[1, 2]","{'stage1': 0.0294040819643026, 'stage2': 0.15109047328878564, 'stage2_fallback': True}",0,2,0.0,9.079694747924805
1015,hello thanx for taking that call i got a job starts on monday,0,"[1, 2]","{'stage1': 0.11706200572516992, 'stage2': 0.2646134724844651, 'stage2_fallback': True}",0,2,0.0,11.409997940063477
1016,wat time u finish ur lect today,0,"[1, 2]","{'stage1': 0.050280514438983175, 'stage2': 0.11652370165632213}",0,2,0.0,9.258031845092773
1017,it s cool we can last a little while getting more any time soon,0,"[1, 2]","{'stage1': 0.037209070839047696, 'stage2': 0.20837503794095497, 'stage2_fallback': True}",0,2,0.0,10.256767272949219
1018,went to pay rent so i had to go to the bank to authorise the payment,0,"[1, 2]","{'stage1': 0.07494319887998317, 'stage2': 0.2913176355828034, 'stage2_fallback': True}",0,2,0.0,9.040594100952148
1019,this single single answers are we fighting plus i said am broke and you didnt reply,0,"[1, 2]","{'stage1': 0.09471660571507444, 'stage2': 0.2781689891293878, 'stage2_fallback': True}",0,2,0.0,10.43081283569336
1020,can you let me know details of fri when u find out cos i m not in tom or fri mentionned chinese thanks,0,"[1, 2]","{'stage1': 0.05197270653232423, 'stage2': 0.17909037357097918, 'stage2_fallback': True}",0,2,0.0,9.493827819824219
1021,reverse is cheating that is not mathematics,0,"[1, 2]","{'stage1': 0.049230455858028654, 'stage2': 0.17097065132891567, 'stage2_fallback': True}",0,2,0.0,2.0046234130859375
1022,honestly i ve just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,0,[1],{'stage1': 0.021758888370237633},0,1,0.0,19.249439239501953
1023,neshanth tel me who r u,0,"[1, 2]","{'stage1': 0.050266842940666245, 'stage2': 0.1676883430681608, 'stage2_fallback': True}",0,2,0.0,9.296417236328125
1024,o shore are you takin the bus,0,"[1, 2]","{'stage1': 0.035054330745523624, 'stage2': 0.144128064144389}",0,2,0.0,6.49714469909668
1025,goodmorning today i am late for 2hrs because of back pain,0,"[1, 2]","{'stage1': 0.05228576414495547, 'stage2': 0.12332817400101992}",0,2,0.0,12.481212615966797
1026,k i will send in lt gt min,0,"[1, 2]","{'stage1': 0.04472965423636829, 'stage2': 0.16251996777148917, 'stage2_fallback': True}",0,2,0.0,10.905981063842773
1027,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop 80122300p wk sp rwm ph 08704050406,1,[1],{'stage1': 0.9296135460674827},1,1,0.0,8.519172668457031
1028,hey so whats the plan this sat,0,"[1, 2]","{'stage1': 0.033071909566277806, 'stage2': 0.1940811465625624, 'stage2_fallback': True}",0,2,0.0,0.0
1029,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,0,"[1, 2]","{'stage1': 0.03175956929620545, 'stage2': 0.17986839967822502, 'stage2_fallback': True}",0,2,0.0,16.112565994262695
1030,should i be stalking u,0,"[1, 2]","{'stage1': 0.04860600659091464, 'stage2': 0.15138452753431383, 'stage2_fallback': True}",0,2,0.0,14.2974853515625
1031,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,[1],{'stage1': 0.4838300516800034},1,1,0.0,7.333517074584961
1032,aight can you text me the address,0,"[1, 2]","{'stage1': 0.05839635102599834, 'stage2': 0.2562743622727425, 'stage2_fallback': True}",0,2,0.0,9.51838493347168
1033,i dont have that much image in class,0,[1],{'stage1': 0.028695446827579737},0,1,0.0,2.0046234130859375
1034,rct thnq adrian for u text rgds vatian,1,[1],{'stage1': 0.7196268095292807},1,1,0.0,10.216712951660156
1035,i have had two more letters from i will copy them for you cos one has a message for you speak soon,0,"[1, 2]","{'stage1': 0.15855467768423842, 'stage2': 0.433954612110342, 'stage2_fallback': True}",0,2,0.0,14.203310012817383
1036,meeting u is my work tel me when shall i do my work tomorrow,0,[1],{'stage1': 0.009376088642531024},0,1,0.0,10.408878326416016
1037,great so should i send you my account number,0,"[1, 2]","{'stage1': 0.042552231515920434, 'stage2': 0.17670175038594807, 'stage2_fallback': True}",0,2,0.0,7.3299407958984375
1038,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,1,[1],{'stage1': 0.8584894921363617},1,1,0.0,10.383367538452148
1039,that seems unnecessarily hostile,0,"[1, 2]","{'stage1': 0.031129527894457196, 'stage2': 0.2402117519143644, 'stage2_fallback': True}",0,2,0.0,9.027242660522461
1040,oic then better quickly go bathe n settle down,0,"[1, 2]","{'stage1': 0.03807721696133972, 'stage2': 0.13959057954542667}",0,2,0.0,10.589599609375
1041,its a laptop take it with you,0,"[1, 2]","{'stage1': 0.03200174036031061, 'stage2': 0.13822044163450797}",0,2,0.0,8.18943977355957
1042,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to 82277 b,1,[1],{'stage1': 0.4599137726574406},1,1,0.0,9.471416473388672
1043,no problem with the renewal i ll do it right away but i dont know his details,0,[1],{'stage1': 0.017595145212233303},0,1,0.0,7.920980453491211
1044,there re some people by mu i m at the table by lambda,0,"[1, 2]","{'stage1': 0.03862849737800747, 'stage2': 0.23533260408371526, 'stage2_fallback': True}",0,2,0.0,9.96088981628418
1045,sorry da today i wont come to play i have driving clas,0,"[1, 2]","{'stage1': 0.046144917109931315, 'stage2': 0.19274655679344935, 'stage2_fallback': True}",0,2,0.0,10.958671569824219
1046,somebody set up a website where you can play hold em using eve online spacebucks,0,"[1, 2]","{'stage1': 0.04567894053027977, 'stage2': 0.4791566063373744, 'stage2_fallback': True}",0,2,0.0,8.569478988647461
1047,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon,0,[1],{'stage1': 0.020913323388005348},0,1,0.0,7.190465927124023
1048,u buy newspapers already,0,"[1, 2]","{'stage1': 0.046613979663473, 'stage2': 0.2447980123178951, 'stage2_fallback': True}",0,2,0.0,8.58759880065918
1049,if you have belive me come to my home,0,"[1, 2]","{'stage1': 0.030275521238354964, 'stage2': 0.14162417106151123}",0,2,0.0,9.598731994628906
1050,all e best 4 ur driving tmr,0,"[1, 2]","{'stage1': 0.0972483369172551, 'stage2': 0.17914581592694745, 'stage2_fallback': True}",0,2,0.0,12.016773223876953
1051,i am joining today formally pls keep praying will talk later,0,[1],{'stage1': 0.020234058331092646},0,1,0.0,9.322643280029297
1052,oh ok wait 4 me there my lect havent finish,0,[1],{'stage1': 0.00863591210436221},0,1,0.0,6.911516189575195
1053,well balls time to make calls,0,"[1, 2]","{'stage1': 0.0852509955800683, 'stage2': 0.27873413764296295, 'stage2_fallback': True}",0,2,0.0,9.256124496459961
1054,any way where are you and what doing,0,[1],{'stage1': 0.018385016251850076},0,1,0.0,8.240938186645508
1055,oops 4 got that bit,0,[1],{'stage1': 0.02286112473048866},0,1,0.0,7.300376892089844
1056,try neva mate,0,"[1, 2]","{'stage1': 0.05229714443604635, 'stage2': 0.20078062980776748, 'stage2_fallback': True}",0,2,0.0,10.260820388793945
1057,every day i use to sleep after lt gt so only,0,"[1, 2]","{'stage1': 0.03531824464597987, 'stage2': 0.1470384928735296}",0,2,0.0,11.259317398071289
1058,lmao nice 1,0,"[1, 2]","{'stage1': 0.040418101339705324, 'stage2': 0.17942051032911627, 'stage2_fallback': True}",0,2,0.0,9.28807258605957
1059,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0,[1],{'stage1': 0.019375923759977168},0,1,0.0,4.006624221801758
1060,what your plan for pongal,0,"[1, 2]","{'stage1': 0.10532576964910577, 'stage2': 0.16330464587149368, 'stage2_fallback': True}",0,2,0.0,12.043237686157227
1061,i miss you so much i m so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,0,"[1, 2]","{'stage1': 0.055019387368951976, 'stage2': 0.1793716374281746, 'stage2_fallback': True}",0,2,0.0,10.082721710205078
1062,thank u,0,"[1, 2]","{'stage1': 0.05257028952111656, 'stage2': 0.2131164073882098, 'stage2_fallback': True}",0,2,0.0,0.0
1063,take something for pain if it moves however to any side in the next 6hrs see a doctor,0,"[1, 2]","{'stage1': 0.07734149909634264, 'stage2': 0.17678622223812915, 'stage2_fallback': True}",0,2,0.0,19.798994064331055
1064,freemsg hey u i just got 1 of these video pic fones reply wild to this txt ill send u my pics hurry up im so bored at work xxx 18 150p rcvd stop2stop,1,[1],{'stage1': 0.474106324955304},1,1,0.0,8.639097213745117
1065,mm yes dear look how i am hugging you both p,0,[1],{'stage1': 0.024225519149477286},0,1,0.0,7.832050323486328
1066,aaooooright are you at work,0,[1],{'stage1': 0.01986663557924744},0,1,0.0,5.48863410949707
1067,were somewhere on fredericksburg,0,"[1, 2]","{'stage1': 0.07227147577185561, 'stage2': 0.18453477999507106, 'stage2_fallback': True}",0,2,0.0,11.075258255004883
1068,hi ya babe x u 4goten bout me scammers getting smart though this is a regular vodafone no if you respond you get further prem rate msg subscription other nos used also beware,1,"[1, 2]","{'stage1': 0.049511138394383224, 'stage2': 0.579954585531538, 'stage2_fallback': True}",1,2,0.0,9.711742401123047
1069,sorry i din lock my keypad,0,[1],{'stage1': 0.017440827531012722},0,1,0.0,9.092092514038086
1070,i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house,0,[1],{'stage1': 0.02781256844053718},0,1,0.0,6.655454635620117
1071,i wnt to buy a bmw car urgently its vry urgent but hv a shortage of lt gt lacs there is no source to arng dis amt lt gt lacs thats my prob,0,[1],{'stage1': 0.019034922368026525},0,1,0.0,9.336233139038086
1072,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself there s 1 this evening a 1 50 minapn ls278bb,1,[1],{'stage1': 0.2645490036890897},1,1,0.0,6.327629089355469
1073,ill b down soon,0,"[1, 2]","{'stage1': 0.04016748749611218, 'stage2': 0.1456828160973714}",0,2,0.0,10.295391082763672
1074,alrite,0,"[1, 2]","{'stage1': 0.06329603294497951, 'stage2': 0.2998462323526264, 'stage2_fallback': True}",0,2,0.0,9.377002716064453
1075,velly good yes please,0,"[1, 2]","{'stage1': 0.051948511824420944, 'stage2': 0.135600008160359}",0,2,0.0,9.496212005615234
1076,if he started searching he will get job in few days he have great potential and talent,0,[1],{'stage1': 0.026648096146162682},0,1,0.0,9.694337844848633
1077,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,0,"[1, 2]","{'stage1': 0.111134935459181, 'stage2': 0.25191077483972324, 'stage2_fallback': True}",0,2,0.0,10.56981086730957
1078,have your lunch and come quickly and open the door,0,"[1, 2]","{'stage1': 0.06602149860337672, 'stage2': 0.18974423245298305, 'stage2_fallback': True}",0,2,0.0,9.864568710327148
1079,hello handsome are you finding that job not being lazy working towards getting back that net for mummy where s my boytoy now does he miss me,0,[1],{'stage1': 0.021318167309920415},0,1,0.0,3.760814666748047
1080,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,1,[1],{'stage1': 0.795013412866026},1,1,0.0,7.619619369506836
1081,sorry battery died yeah i m here,0,[1],{'stage1': 0.021363180380325014},0,1,0.0,12.242555618286133
1082,lt gt that s all guess that s easy enough,0,[1],{'stage1': 0.015407549917900635},0,1,0.0,7.489442825317383
1083,lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,0,"[1, 2]","{'stage1': 0.03194077992415373, 'stage2': 0.16372647195804443, 'stage2_fallback': True}",0,2,0.0,9.86337661743164
1084,i sent you the prices and do you mean the lt gt g,0,[1],{'stage1': 0.0209025169264692},0,1,0.0,8.012056350708008
1085,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,1,[1],{'stage1': 0.8212343462028319},1,1,0.0,7.966518402099609
1086,i m awake oh what s up,0,[1],{'stage1': 0.02044234875318513},0,1,0.0,7.477998733520508
1087,lol i would but despite these cramps i like being a girl,0,"[1, 2]","{'stage1': 0.04031647182995977, 'stage2': 0.20588258959977362, 'stage2_fallback': True}",0,2,0.0,12.040853500366211
1088,private your 2003 account statement for 07973788240 shows 800 un redeemed s i m points call 08715203649 identifier code 40533 expires 31 10 04,1,[1],{'stage1': 0.760258718948945},1,1,0.0,6.755828857421875
1089,when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl,0,"[1, 2]","{'stage1': 0.03707783859908572, 'stage2': 0.2434107251255067, 'stage2_fallback': True}",0,2,0.0,11.052608489990234
1090,sorry in meeting i ll call you later,0,[1],{'stage1': 0.028108548626402906},0,1,0.0,5.048274993896484
1091,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,0,"[1, 2]","{'stage1': 0.08354031669130803, 'stage2': 0.2229243273265247, 'stage2_fallback': True}",0,2,0.0,11.567831039428711
1092,dear 0776xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,1,[1],{'stage1': 0.8042564630292847},1,1,0.0,8.553743362426758
1093,you best watch what you say cause i get drunk as a motherfucker,0,"[1, 2]","{'stage1': 0.037798358046394594, 'stage2': 0.18410560302266818, 'stage2_fallback': True}",0,2,0.0,9.231090545654297
1094,only once then after ill obey all yours,0,"[1, 2]","{'stage1': 0.050978270951485424, 'stage2': 0.11823116738338152}",0,2,0.0,10.35165786743164
